id,Response
381215,0.2539664805
381216,0.2210906446
381217,0.0014709135
381218,0.7105230093
381219,0.4639443755
381220,0.0189312417
381221,0.6810342669
381222,0.0017974962
381223,0.002224301
381224,0.2343909889
381225,0.7963317633
381226,0.6513332129
381227,0.6734150052
381228,0.1393445432
381229,0.592436552
381230,0.0021368505
381231,0.0016634308
381232,0.7351690531
381233,0.0022801948
381234,0.6581029892
381235,0.0025669034
381236,0.4632805586
381237,0.0013230426
381238,0.0026587953
381239,0.0015691642
381240,0.0016171256
381241,0.6140825152
381242,0.0023631239
381243,0.0029620738
381244,0.4649466276
381245,0.0017068409
381246,0.6773805022
381247,0.7699944973
381248,0.0023110094
381249,0.2695370913
381250,0.0019907949
381251,0.0027072667
381252,0.0031934634
381253,0.002430825
381254,0.00177747
381255,0.6611807942
381256,0.711351335
381257,0.0026140483
381258,0.0480935834
381259,0.4933082461
381260,0.1807874292
381261,0.7039838433
381262,0.725762248
381263,0.0019359778
381264,0.7277397513
381265,0.3295405209
381266,0.0026671789
381267,0.0015102732
381268,0.0012457513
381269,0.4235335588
381270,0.3812272847
381271,0.4937044978
381272,0.0023238834
381273,0.0017847456
381274,0.002417604
381275,0.0039395085
381276,0.269328624
381277,0.0025262248
381278,0.5210683942
381279,0.7445588112
381280,0.0016958226
381281,0.3553070128
381282,0.0023807646
381283,0.0016839708
381284,0.6501874924
381285,0.0031709354
381286,0.0016936935
381287,0.014281706
381288,0.6570417285
381289,0.7140438557
381290,0.7110412717
381291,0.4256505966
381292,0.5026960373
381293,0.0014929454
381294,0.2949098945
381295,0.0025162701
381296,0.7069846392
381297,0.0019308609
381298,0.0029018784
381299,0.0032488499
381300,0.1055067331
381301,0.4418998957
381302,0.0016344595
381303,0.0016008111
381304,0.0021907715
381305,0.1790472567
381306,0.7052185535
381307,0.0015550355
381308,0.7002661228
381309,0.0020615936
381310,0.7518796921
381311,0.0010816179
381312,0.0021618456
381313,0.7671141624
381314,0.0790347531
381315,0.0025144003
381316,0.72600317
381317,0.1312428117
381318,0.7070332766
381319,0.0032005708
381320,0.3909985721
381321,0.684917748
381322,0.4984737337
381323,0.0811734498
381324,0.0018155592
381325,0.5105016232
381326,0.0029168148
381327,0.3328377008
381328,0.0020455273
381329,0.4691536427
381330,0.0031623035
381331,0.619381249
381332,0.0028999364
381333,0.0023158179
381334,0.0026958659
381335,0.0016008287
381336,0.003179366
381337,0.0032960591
381338,0.5726808906
381339,0.1808954924
381340,0.0035422947
381341,0.0021724715
381342,0.0019650336
381343,0.0020606117
381344,0.7370439172
381345,0.0016151898
381346,0.118975766
381347,0.6486724019
381348,0.0104063544
381349,0.001541537
381350,0.002576468
381351,0.7032089233
381352,0.0024075347
381353,0.5865969658
381354,0.0027858987
381355,0.0023997268
381356,0.0011687002
381357,0.0019708176
381358,0.0029628908
381359,0.6332481503
381360,0.5638174415
381361,0.0022950866
381362,0.1202670559
381363,0.2303053737
381364,0.0020363154
381365,0.8006407619
381366,0.6119343042
381367,0.4311498404
381368,0.0031762377
381369,0.8197087049
381370,0.0021178045
381371,0.5857272744
381372,0.5180562139
381373,0.0012310195
381374,0.501932919
381375,0.0022937069
381376,0.6632715464
381377,0.0423428193
381378,0.6924623251
381379,0.3778733313
381380,0.0021117488
381381,0.6729316711
381382,0.6975699067
381383,0.0025037276
381384,0.7135906816
381385,0.3228772283
381386,0.607526958
381387,0.7162106037
381388,0.7493454218
381389,0.6519322395
381390,0.4415366054
381391,0.5439755917
381392,0.7026010752
381393,0.0009756502
381394,0.002873942
381395,0.2797990143
381396,0.0023337989
381397,0.0037446627
381398,0.0016107468
381399,0.0012580233
381400,0.0035699543
381401,0.1038692966
381402,0.6241245866
381403,0.0039026481
381404,0.139901042
381405,0.6106318831
381406,0.8143718243
381407,0.7433302402
381408,0.4475751817
381409,0.1081651971
381410,0.002017773
381411,0.4620753229
381412,0.2889998853
381413,0.2736136317
381414,0.5727236867
381415,0.0153927207
381416,0.0017467238
381417,0.6404617429
381418,0.0014848044
381419,0.002038762
381420,0.0015920671
381421,0.5963218808
381422,0.4542510211
381423,0.6326248646
381424,0.0021536611
381425,0.7421061993
381426,0.0581663512
381427,0.0028783905
381428,0.4912481308
381429,0.7420189977
381430,0.4423649907
381431,0.1171272025
381432,0.5638949871
381433,0.6719152331
381434,0.0034718204
381435,0.5457821488
381436,0.6587957144
381437,0.4935218394
381438,0.734595716
381439,0.551689446
381440,0.0032931217
381441,0.5525253415
381442,0.6793718934
381443,0.2397824079
381444,0.0011919116
381445,0.0019530116
381446,0.7821239829
381447,0.4335157573
381448,0.0017884788
381449,0.2540996373
381450,0.7586833239
381451,0.0022075158
381452,0.7502962351
381453,0.0027264252
381454,0.1559777707
381455,0.440550983
381456,0.3570758104
381457,0.4051642418
381458,0.001464829
381459,0.0028991948
381460,0.0018597931
381461,0.0017750907
381462,0.0018614421
381463,0.529492557
381464,0.2712152898
381465,0.6402071714
381466,0.0029230968
381467,0.1585988104
381468,0.0020171076
381469,0.4918183982
381470,0.4486480653
381471,0.1439157724
381472,0.6917673945
381473,0.677857995
381474,0.0021154496
381475,0.8033684492
381476,0.303453207
381477,0.0040422026
381478,0.0041475571
381479,0.7436444759
381480,0.0011900347
381481,0.6614240408
381482,0.7074049711
381483,0.0033042573
381484,0.1061568558
381485,0.3182457387
381486,0.0022033155
381487,0.1552246511
381488,0.0028509898
381489,0.7051207423
381490,0.6763062477
381491,0.6622251272
381492,0.7597746253
381493,0.0028462126
381494,0.0025260698
381495,0.0025103816
381496,0.653059721
381497,0.0031170794
381498,0.003177695
381499,0.3176442385
381500,0.0756232813
381501,0.7260318398
381502,0.0019775575
381503,0.0018402779
381504,0.002447939
381505,0.00197568
381506,0.0024347524
381507,0.608987987
381508,0.0028985043
381509,0.625536561
381510,0.6871652007
381511,0.6996126771
381512,0.003569254
381513,0.711035192
381514,0.8015059829
381515,0.7454256415
381516,0.00232182
381517,0.4984107614
381518,0.49244982
381519,0.7176706791
381520,0.7053626776
381521,0.7164261341
381522,0.0018162628
381523,0.0031080877
381524,0.5778758526
381525,0.001711779
381526,0.0029831892
381527,0.0028160736
381528,0.0254116133
381529,0.001499802
381530,0.6935362816
381531,0.6399802566
381532,0.47681427
381533,0.002080139
381534,0.0033965881
381535,0.725712359
381536,0.6097667217
381537,0.7623000741
381538,0.5853490829
381539,0.6879187822
381540,0.0014410176
381541,0.0011922886
381542,0.5115398169
381543,0.7514935732
381544,0.0130322427
381545,0.0021696794
381546,0.7500850558
381547,0.7137978673
381548,0.649083674
381549,0.639272213
381550,0.003326969
381551,0.7428907156
381552,0.2315537781
381553,0.0014727784
381554,0.5605213046
381555,0.0016441747
381556,0.4600312412
381557,0.1281000525
381558,0.0049456595
381559,0.0842769668
381560,0.7704280019
381561,0.0016473368
381562,0.0015293887
381563,0.253867954
381564,0.033852037
381565,0.4273802638
381566,0.0019799392
381567,0.0026109037
381568,0.4688763022
381569,0.0019212068
381570,0.5980745554
381571,0.0018996629
381572,0.1096122861
381573,0.5442056656
381574,0.1632035673
381575,0.0025307683
381576,0.6564251781
381577,0.0019980806
381578,0.5683766007
381579,0.2353497744
381580,0.0036685436
381581,0.0017204857
381582,0.0011358925
381583,0.0012865063
381584,0.5678106546
381585,0.001562307
381586,0.4677901864
381587,0.3842015266
381588,0.6745195985
381589,0.0025131353
381590,0.0798651055
381591,0.5724198222
381592,0.3841915131
381593,0.700948298
381594,0.0222068503
381595,0.0203571152
381596,0.8151698709
381597,0.7336949706
381598,0.6215228438
381599,0.0021367497
381600,0.0023213187
381601,0.002332042
381602,0.0019873183
381603,0.5665280223
381604,0.7291469574
381605,0.0017472202
381606,0.7083287239
381607,0.6587414742
381608,0.4760355949
381609,0.4737293124
381610,0.0011886384
381611,0.3828834891
381612,0.4811386466
381613,0.0020334048
381614,0.6465246081
381615,0.2338938117
381616,0.0023622294
381617,0.1548409611
381618,0.0021971599
381619,0.3164472282
381620,0.5090207458
381621,0.0034606874
381622,0.001100559
381623,0.731662333
381624,0.0029637362
381625,0.0011184898
381626,0.0033244321
381627,0.0027080793
381628,0.6133338213
381629,0.6472972035
381630,0.3404048085
381631,0.001492939
381632,0.6902937293
381633,0.6278324723
381634,0.0020018267
381635,0.7419864535
381636,0.5539509058
381637,0.0027936352
381638,0.0021715197
381639,0.4279787242
381640,0.5567981005
381641,0.6797634959
381642,0.0022140879
381643,0.0029598384
381644,0.0022540928
381645,0.3200370073
381646,0.6402413249
381647,0.640091002
381648,0.6937359571
381649,0.1382630616
381650,0.1408478022
381651,0.0016617016
381652,0.0023138928
381653,0.3038971126
381654,0.7713339925
381655,0.0013068458
381656,0.6953524351
381657,0.6138134003
381658,0.0022409726
381659,0.0031371717
381660,0.002029056
381661,0.0036468203
381662,0.0031055256
381663,0.0775889233
381664,0.5017576218
381665,0.7238860726
381666,0.1692091376
381667,0.2750094831
381668,0.5483009815
381669,0.0013390011
381670,0.7275298834
381671,0.3292935491
381672,0.732483387
381673,0.8073909879
381674,0.0889654607
381675,0.0696544349
381676,0.7242798805
381677,0.646769464
381678,0.0012914489
381679,0.0018936979
381680,0.0019897504
381681,0.7108231783
381682,0.6381264925
381683,0.7105214596
381684,0.0020800401
381685,0.6909809113
381686,0.0016609273
381687,0.5462294221
381688,0.0026594363
381689,0.7347258925
381690,0.6891604662
381691,0.1190067679
381692,0.002441413
381693,0.6960065365
381694,0.0021025124
381695,0.0019166487
381696,0.0015860195
381697,0.5856062174
381698,0.0712523311
381699,0.5215700865
381700,0.00182411
381701,0.7202757597
381702,0.662050426
381703,0.0023870652
381704,0.0017248195
381705,0.5017764568
381706,0.2765221596
381707,0.0019082095
381708,0.0029304982
381709,0.00239812
381710,0.7122711539
381711,0.0013813982
381712,0.1342033148
381713,0.1213091612
381714,0.0017376844
381715,0.5611580014
381716,0.5256105065
381717,0.0023919621
381718,0.6826133132
381719,0.00300557
381720,0.0039667101
381721,0.0024182666
381722,0.6700271368
381723,0.4685522914
381724,0.5772328973
381725,0.0869742334
381726,0.5991138816
381727,0.3737485111
381728,0.720574677
381729,0.0019247376
381730,0.7112730742
381731,0.0030748642
381732,0.0036289436
381733,0.7163845301
381734,0.4254536331
381735,0.0026598093
381736,0.0030541834
381737,0.5791771412
381738,0.3766462505
381739,0.0020051703
381740,0.7650747299
381741,0.7797194123
381742,0.0016716222
381743,0.1457626224
381744,0.014888729
381745,0.0022922026
381746,0.0016351506
381747,0.0015422544
381748,0.002110017
381749,0.4799074233
381750,0.2467691153
381751,0.0238884632
381752,0.5496402979
381753,0.0020360383
381754,0.6421866417
381755,0.6676884294
381756,0.001587473
381757,0.0017468343
381758,0.0021625988
381759,0.6302713752
381760,0.0019156055
381761,0.3768742383
381762,0.0034370208
381763,0.0034919591
381764,0.1476523727
381765,0.7446761727
381766,0.1068255976
381767,0.7754333019
381768,0.6607199311
381769,0.0015640998
381770,0.6793187261
381771,0.6140514016
381772,0.8070350289
381773,0.0013889022
381774,0.0028656418
381775,0.001648658
381776,0.0016282838
381777,0.5435425639
381778,0.6553419828
381779,0.0016056165
381780,0.0018521812
381781,0.2437865138
381782,0.0020595558
381783,0.0021638009
381784,0.0016941007
381785,0.0018941712
381786,0.5487881899
381787,0.666818738
381788,0.5607997179
381789,0.394788444
381790,0.6754093766
381791,0.7058682442
381792,0.3037323356
381793,0.002987474
381794,0.5898418427
381795,0.5570845604
381796,0.3082039058
381797,0.7320719957
381798,0.5156984329
381799,0.0013530789
381800,0.0038877954
381801,0.6978412271
381802,0.0015206257
381803,0.0028543617
381804,0.686365068
381805,0.0010333114
381806,0.0021058416
381807,0.0033631136
381808,0.0013095981
381809,0.7635890841
381810,0.0033926568
381811,0.7319132686
381812,0.4021712244
381813,0.3411595225
381814,0.7421316504
381815,0.0019169489
381816,0.6178426743
381817,0.0021458473
381818,0.0019147323
381819,0.0030664476
381820,0.0016295632
381821,0.0294516254
381822,0.0031746214
381823,0.1305237561
381824,0.00290297
381825,0.1056926176
381826,0.0025126643
381827,0.002326485
381828,0.1872073859
381829,0.6057932377
381830,0.6037720442
381831,0.0017729619
381832,0.0017452552
381833,0.0024711592
381834,0.7304548025
381835,0.0036825708
381836,0.5487724543
381837,0.7174108028
381838,0.0014240389
381839,0.0033978231
381840,0.0021623652
381841,0.0021704093
381842,0.0016338737
381843,0.0015138008
381844,0.6375208497
381845,0.6970706582
381846,0.0021904765
381847,0.0018695074
381848,0.0026641137
381849,0.0962571129
381850,0.0037300368
381851,0.0034642776
381852,0.5290074348
381853,0.0577911735
381854,0.0017827317
381855,0.7177658081
381856,0.0017570942
381857,0.0018167044
381858,0.0027407047
381859,0.3766010106
381860,0.0018922376
381861,0.5183806419
381862,0.720359385
381863,0.3375473022
381864,0.0013461623
381865,0.0022868717
381866,0.6735383272
381867,0.0028643026
381868,0.0022596924
381869,0.0016724197
381870,0.1501868516
381871,0.0016649013
381872,0.0028498431
381873,0.0028746226
381874,0.5276194811
381875,0.5006626248
381876,0.0029976873
381877,0.3859926164
381878,0.4166775048
381879,0.0037501173
381880,0.0018056665
381881,0.0030187573
381882,0.0013207041
381883,0.4150554538
381884,0.2380308807
381885,0.6745972037
381886,0.7330192924
381887,0.0018948519
381888,0.0030336168
381889,0.0019704876
381890,0.0022170499
381891,0.0773822591
381892,0.0018300287
381893,0.0019301085
381894,0.0020876077
381895,0.0328860097
381896,0.5490353107
381897,0.0319821425
381898,0.5573131442
381899,0.2226671726
381900,0.6653342247
381901,0.1147268489
381902,0.3977033198
381903,0.0021532245
381904,0.4277966917
381905,0.6341668367
381906,0.255856514
381907,0.6140060425
381908,0.7493884563
381909,0.4821020365
381910,0.6470264792
381911,0.0023521304
381912,0.7192307711
381913,0.0024815602
381914,0.3711846471
381915,0.5301838517
381916,0.0550762303
381917,0.0015672969
381918,0.0014850773
381919,0.6602758765
381920,0.2989011109
381921,0.5834190249
381922,0.0025422666
381923,0.1790303439
381924,0.4520441294
381925,0.0018404216
381926,0.1376070976
381927,0.5322172642
381928,0.5073029995
381929,0.0016364137
381930,0.002978974
381931,0.0019090471
381932,0.6162260771
381933,0.0030042632
381934,0.3787689507
381935,0.7859914899
381936,0.6533771753
381937,0.0019978941
381938,0.3204576969
381939,0.0026478448
381940,0.2493965328
381941,0.0022217077
381942,0.0027976991
381943,0.7234947681
381944,0.0155420061
381945,0.0027876096
381946,0.0024679455
381947,0.0020315757
381948,0.0017358639
381949,0.00378683
381950,0.738478303
381951,0.4491905272
381952,0.0013435974
381953,0.5100397468
381954,0.0492763594
381955,0.7683153152
381956,0.0021646607
381957,0.5562703013
381958,0.5179532766
381959,0.706490159
381960,0.3861664534
381961,0.0035397743
381962,0.3137391806
381963,0.0023827755
381964,0.0013931858
381965,0.0029152923
381966,0.0018068013
381967,0.5875803828
381968,0.5789236426
381969,0.0024767171
381970,0.0015942651
381971,0.0010246348
381972,0.6614001989
381973,0.0022372655
381974,0.0024539195
381975,0.0030465401
381976,0.0023407238
381977,0.7199712992
381978,0.0026745778
381979,0.0025346857
381980,0.7681244016
381981,0.544747293
381982,0.0014003295
381983,0.0027513732
381984,0.6331813335
381985,0.0020007801
381986,0.0053038415
381987,0.5585994124
381988,0.0013550313
381989,0.5191981792
381990,0.0014886439
381991,0.0032847526
381992,0.0036953117
381993,0.6471255422
381994,0.0036669909
381995,0.0011086594
381996,0.009139441
381997,0.0030020785
381998,0.0025443099
381999,0.6671643853
382000,0.7071269751
382001,0.0892033577
382002,0.5478188992
382003,0.7617446184
382004,0.0021877685
382005,0.8201919198
382006,0.2559169531
382007,0.0026502775
382008,0.0438111126
382009,0.0017084659
382010,0.6853545308
382011,0.00382003
382012,0.0071766204
382013,0.7550715804
382014,0.1207719073
382015,0.6193907261
382016,0.2277520746
382017,0.8127388954
382018,0.7306323051
382019,0.1278685927
382020,0.2704398334
382021,0.7534952164
382022,0.3486400545
382023,0.2586216331
382024,0.7077054977
382025,0.0033573089
382026,0.0028877764
382027,0.0014169653
382028,0.0024551852
382029,0.5497485995
382030,0.5856071711
382031,0.3748329878
382032,0.6269822717
382033,0.7648825049
382034,0.4998473525
382035,0.7518317699
382036,0.0013883951
382037,0.0013870826
382038,0.0014179514
382039,0.0019235637
382040,0.6915361881
382041,0.6823531985
382042,0.6642819047
382043,0.0028246455
382044,0.0027470172
382045,0.0037799643
382046,0.4048133194
382047,0.2039580494
382048,0.0016623923
382049,0.0021346463
382050,0.0213239025
382051,0.0011055318
382052,0.0034716141
382053,0.0014352655
382054,0.0017289567
382055,0.0181797054
382056,0.0024703636
382057,0.563218534
382058,0.7156447768
382059,0.4340968728
382060,0.0017279843
382061,0.4965536296
382062,0.002904345
382063,0.6679377556
382064,0.4068338573
382065,0.0642072633
382066,0.0034328031
382067,0.3361991942
382068,0.7001190186
382069,0.2192520946
382070,0.4652038515
382071,0.0021449786
382072,0.0014581041
382073,0.0035073792
382074,0.0033967511
382075,0.5356171131
382076,0.0012548885
382077,0.682115674
382078,0.5410954356
382079,0.0012708409
382080,0.715346694
382081,0.5921033621
382082,0.0028196308
382083,0.7290819287
382084,0.6506519318
382085,0.7424041629
382086,0.661581099
382087,0.0021465712
382088,0.5734487772
382089,0.5481440425
382090,0.3621915281
382091,0.0014602079
382092,0.0016041892
382093,0.7081702352
382094,0.3874127567
382095,0.0019485302
382096,0.7305089831
382097,0.7297828197
382098,0.5736814141
382099,0.6844690442
382100,0.7019572258
382101,0.4705167711
382102,0.5384047627
382103,0.1727053225
382104,0.0023858696
382105,0.6011745334
382106,0.6058388352
382107,0.0019068506
382108,0.0016800704
382109,0.6446895003
382110,0.0017119348
382111,0.0018424279
382112,0.6159556508
382113,0.0012857395
382114,0.0013471076
382115,0.0013013975
382116,0.7857238054
382117,0.0015308456
382118,0.1896918416
382119,0.0011807386
382120,0.766058743
382121,0.6658891439
382122,0.7590392232
382123,0.00201544
382124,0.0019615793
382125,0.0011186769
382126,0.011026958
382127,0.0015891712
382128,0.703886807
382129,0.557269156
382130,0.8134248257
382131,0.6561921239
382132,0.7635762095
382133,0.0022174888
382134,0.0028614972
382135,0.0014009651
382136,0.7033982277
382137,0.001787929
382138,0.0020272657
382139,0.0013436972
382140,0.0021835943
382141,0.0019286338
382142,0.002081339
382143,0.0025106443
382144,0.002601038
382145,0.0516792126
382146,0.5269132853
382147,0.002335385
382148,0.0022817173
382149,0.5689685941
382150,0.2095866352
382151,0.668010056
382152,0.2632867992
382153,0.473585695
382154,0.0028000746
382155,0.0012021306
382156,0.0646814406
382157,0.0022767456
382158,0.0017893253
382159,0.6206265092
382160,0.6981893182
382161,0.002337371
382162,0.4052779973
382163,0.5797524452
382164,0.0033246344
382165,0.4421363473
382166,0.5721616149
382167,0.1356861889
382168,0.1581212431
382169,0.777426362
382170,0.0010811769
382171,0.0045623421
382172,0.0011924822
382173,0.4493642747
382174,0.003585747
382175,0.0929948464
382176,0.0010415015
382177,0.0012432863
382178,0.4401913583
382179,0.6508431435
382180,0.0020774317
382181,0.001877679
382182,0.0760423541
382183,0.0015762871
382184,0.5520792007
382185,0.0985360295
382186,0.618275106
382187,0.0020332199
382188,0.4115166366
382189,0.0011239744
382190,0.8051617742
382191,0.0512974635
382192,0.1167163029
382193,0.0035597542
382194,0.0617689304
382195,0.0018083095
382196,0.001692491
382197,0.0018725725
382198,0.0664249063
382199,0.1032310128
382200,0.0032723153
382201,0.0016207928
382202,0.7047298551
382203,0.5053466558
382204,0.0019710709
382205,0.1348511726
382206,0.0018877041
382207,0.0017914292
382208,0.5882057548
382209,0.0023679154
382210,0.2654942274
382211,0.0013349933
382212,0.0026503974
382213,0.0020019752
382214,0.0017021261
382215,0.6652487516
382216,0.5828449726
382217,0.0018291649
382218,0.0021302113
382219,0.0036335345
382220,0.0547333658
382221,0.8003785014
382222,0.0015289889
382223,0.0023421249
382224,0.0017787818
382225,0.3544790447
382226,0.736361742
382227,0.6443381906
382228,0.5390455723
382229,0.0017434426
382230,0.4816048741
382231,0.0016409258
382232,0.7227358222
382233,0.7827734351
382234,0.0016869619
382235,0.7497729063
382236,0.1435102671
382237,0.6302942038
382238,0.0021005694
382239,0.0018363328
382240,0.2499423176
382241,0.7976680398
382242,0.1380381137
382243,0.0015434478
382244,0.0032751425
382245,0.7141214609
382246,0.5786619782
382247,0.6976085901
382248,0.0347974785
382249,0.1020099744
382250,0.8238041997
382251,0.3076871932
382252,0.6331469417
382253,0.5030348301
382254,0.0012355543
382255,0.0029832346
382256,0.2043586373
382257,0.0023274503
382258,0.0019220703
382259,0.0016825477
382260,0.0033513422
382261,0.0018541638
382262,0.6527016759
382263,0.0027983335
382264,0.0031762982
382265,0.0032460548
382266,0.0030138702
382267,0.7547134757
382268,0.0012684013
382269,0.0030724299
382270,0.6074823737
382271,0.6406110525
382272,0.0022024349
382273,0.6990772486
382274,0.025048079
382275,0.6767949462
382276,0.7358132601
382277,0.0513061881
382278,0.3926352859
382279,0.6958631277
382280,0.0019174827
382281,0.0019844377
382282,0.6978956461
382283,0.0023960334
382284,0.1348499805
382285,0.183765009
382286,0.0036664617
382287,0.5253149271
382288,0.065995276
382289,0.0018239348
382290,0.3418229222
382291,0.0022651872
382292,0.0015817297
382293,0.0026171794
382294,0.6610045433
382295,0.6964436173
382296,0.0018705139
382297,0.0024287791
382298,0.0022734618
382299,0.0030088166
382300,0.0022997612
382301,0.0023444078
382302,0.0015260719
382303,0.002990505
382304,0.0009655668
382305,0.2192717642
382306,0.3600491583
382307,0.0020535178
382308,0.0015180787
382309,0.4115267694
382310,0.6737715006
382311,0.6533886194
382312,0.7460377812
382313,0.2834554017
382314,0.7249852419
382315,0.7519945502
382316,0.7081459761
382317,0.3137953877
382318,0.0029347367
382319,0.0008277419
382320,0.0019269401
382321,0.6526472569
382322,0.001860466
382323,0.0028641105
382324,0.0026805636
382325,0.0015144274
382326,0.4214752614
382327,0.0015625005
382328,0.3650594056
382329,0.4843819439
382330,0.4253314137
382331,0.4718856812
382332,0.4915998578
382333,0.5957508087
382334,0.7595661879
382335,0.0019241864
382336,0.4647521973
382337,0.3305590153
382338,0.5891331434
382339,0.0021576849
382340,0.0024936148
382341,0.0025431339
382342,0.4790321589
382343,0.7532798052
382344,0.6798202395
382345,0.0011309329
382346,0.4895320833
382347,0.0026327418
382348,0.0028174035
382349,0.0130681274
382350,0.0017559438
382351,0.1702011228
382352,0.7394739985
382353,0.2745447159
382354,0.0027978083
382355,0.0024342893
382356,0.0021265035
382357,0.0024527165
382358,0.6534392238
382359,0.0015733421
382360,0.0168597121
382361,0.0018582111
382362,0.3081229031
382363,0.0021965278
382364,0.4199188352
382365,0.1782626361
382366,0.7328677773
382367,0.3737944365
382368,0.5135098696
382369,0.0017366061
382370,0.7921662331
382371,0.5791245103
382372,0.0019112773
382373,0.7975109816
382374,0.0022341933
382375,0.0017799363
382376,0.0031763557
382377,0.2377957851
382378,0.2876618803
382379,0.0014817909
382380,0.0024488345
382381,0.0026133708
382382,0.0365795791
382383,0.0028803647
382384,0.0323179141
382385,0.4757773876
382386,0.1279125512
382387,0.6416393518
382388,0.5430298448
382389,0.3732590675
382390,0.0017341311
382391,0.7305392623
382392,0.329839915
382393,0.4587695301
382394,0.0187602583
382395,0.5159020424
382396,0.5379825234
382397,0.0132014053
382398,0.00147712
382399,0.4370913506
382400,0.0028458836
382401,0.4717038572
382402,0.0015928335
382403,0.2223754972
382404,0.043828208
382405,0.299690485
382406,0.0027661959
382407,0.0029840572
382408,0.3372570872
382409,0.0423448421
382410,0.8282552361
382411,0.5868302584
382412,0.7954146266
382413,0.0026452683
382414,0.7598018646
382415,0.7742823958
382416,0.0973378271
382417,0.6717679501
382418,0.8114336133
382419,0.7019728422
382420,0.7017242908
382421,0.4249492288
382422,0.003202701
382423,0.3386785686
382424,0.1792687774
382425,0.0017142717
382426,0.1322584897
382427,0.0022644072
382428,0.3615055084
382429,0.0017084813
382430,0.4758506417
382431,0.0017604346
382432,0.0014467514
382433,0.7199940681
382434,0.0032097646
382435,0.0029676331
382436,0.7774370313
382437,0.6178194284
382438,0.6101185679
382439,0.0020648078
382440,0.4243251681
382441,0.0030677684
382442,0.5044494271
382443,0.4106113017
382444,0.7642756104
382445,0.5368174314
382446,0.4708531797
382447,0.3120903671
382448,0.3923047185
382449,0.0022025136
382450,0.0020227423
382451,0.0019935851
382452,0.195718199
382453,0.5240622163
382454,0.1610946506
382455,0.0026739775
382456,0.0017452552
382457,0.6907740235
382458,0.5112801194
382459,0.2190270722
382460,0.6309129
382461,0.7055136561
382462,0.2590293586
382463,0.7867184877
382464,0.002324946
382465,0.7585639358
382466,0.3685726523
382467,0.6918607354
382468,0.0018694156
382469,0.0025075176
382470,0.5765960813
382471,0.0010302622
382472,0.0356750414
382473,0.0026952045
382474,0.0016581005
382475,0.7780703306
382476,0.0356939845
382477,0.6330092549
382478,0.0031586317
382479,0.6799342036
382480,0.0027958918
382481,0.6239264011
382482,0.0018436699
382483,0.7108102441
382484,0.6776658297
382485,0.0025976794
382486,0.5075353384
382487,0.6141836047
382488,0.0017516102
382489,0.8075332642
382490,0.7719328403
382491,0.0029348386
382492,0.5801270604
382493,0.0016343435
382494,0.3761531413
382495,0.0015153605
382496,0.707714498
382497,0.001839777
382498,0.1200991273
382499,0.0022636091
382500,0.723467648
382501,0.0042025871
382502,0.6711329818
382503,0.0760017782
382504,0.002837064
382505,0.6945143342
382506,0.3905799687
382507,0.6898323894
382508,0.0019062128
382509,0.4871737063
382510,0.6705782413
382511,0.0978253111
382512,0.7150230408
382513,0.0359945968
382514,0.0020524452
382515,0.7026621699
382516,0.6711629033
382517,0.6328226328
382518,0.6889587045
382519,0.0572133511
382520,0.0193147957
382521,0.7248284817
382522,0.11786706
